date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:46:00	138492/138492	---MCZ	200	added ('OK')	text/html	etag:W/%22143hehv1mhv2yqr%22	https://powerperspectives.org/jacumba-27th	/Users/anushreechaudhuri/pCloud%20Drive/MIT/MIT%20Work/Fieldwork/PerspectivesonPower_WebsiteClone_Aug232024/perspectives%20on%20power/powerperspectives.org/jacumba-27th.html	(from https://powerperspectives.org/)
16:46:01	140309/140309	---MCZ	200	added ('OK')	text/html	etag:W/%22s4lwkqgcav3052%22	https://powerperspectives.org/jacumba-aug-14th	/Users/anushreechaudhuri/pCloud%20Drive/MIT/MIT%20Work/Fieldwork/PerspectivesonPower_WebsiteClone_Aug232024/perspectives%20on%20power/powerperspectives.org/jacumba-aug-14th.html	(from https://powerperspectives.org/)
16:46:02	144458/144458	---MCZ	200	added ('OK')	text/html	etag:W/%2280vcufnfhf33bo%22	https://powerperspectives.org/conversations-database/conversation-vision-board	/Users/anushreechaudhuri/pCloud%20Drive/MIT/MIT%20Work/Fieldwork/PerspectivesonPower_WebsiteClone_Aug232024/perspectives%20on%20power/powerperspectives.org/conversations-database/conversation-vision-board.html	(from https://powerperspectives.org/)
16:46:04	403/403	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2023%20Aug%202024%2023:46:03%20GMT	https://powerperspectives.org/s.brightspotcdn.com/dims4/default/935d094/2147483647/strip/false/crop/5088x2862+0+222/resize/1200x675!/quality/80/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2Fe1%2F2b%2F245581034687a3251df8c348378e%2Fsd-photos-1staff-799611-sd-fi-jacumba-solar-ec-010.jpg	/Users/anushreechaudhuri/pCloud%20Drive/MIT/MIT%20Work/Fieldwork/PerspectivesonPower_WebsiteClone_Aug232024/perspectives%20on%20power/powerperspectives.org/s.brightspotcdn.com/dims4/default/935d094/2147483647/strip/false/crop/5088/index1a1f.htm	(from https://powerperspectives.org/)
16:46:04	37476/37476	---M--	200	added ('OK')	font/woff2	etag:%2290033aafbd626dfcf1d1e089f0430d70%22	https://powerperspectives.org/_next/static/media/KaTeX_AMS-Regular.0a016397.woff2	/Users/anushreechaudhuri/pCloud%20Drive/MIT/MIT%20Work/Fieldwork/PerspectivesonPower_WebsiteClone_Aug232024/perspectives%20on%20power/powerperspectives.org/_next/static/media/KaTeX_AMS-Regular.0a016397.woff2	(from https://powerperspectives.org/_next/static/css/bb76edb54677f13d.css)
16:46:04	303136/303136	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Aug%202024%2008:03:04%20GMT	https://powerperspectives.org/_next/image?url=https%3A%2F%2Fassets.super.so%2F46334435-3b74-41b7-af5c-da07fce6f90f%2Fimages%2F8b4f072a-c242-4bea-b65e-f1eca9cef627.jpg&w=1920&q=90	/Users/anushreechaudhuri/pCloud%20Drive/MIT/MIT%20Work/Fieldwork/PerspectivesonPower_WebsiteClone_Aug232024/perspectives%20on%20power/powerperspectives.org/_next/8b4f072a-c242-4bea-b65e-f1eca9cef627a066.jpg	(from https://powerperspectives.org/)
16:46:05	44727/44727	---M--	200	added ('OK')	font/woff	etag:%22a604410754f779994b4dc079db80de0d%22	https://powerperspectives.org/_next/static/media/KaTeX_AMS-Regular.060a0b04.woff	/Users/anushreechaudhuri/pCloud%20Drive/MIT/MIT%20Work/Fieldwork/PerspectivesonPower_WebsiteClone_Aug232024/perspectives%20on%20power/powerperspectives.org/_next/static/media/KaTeX_AMS-Regular.060a0b04.woff	(from https://powerperspectives.org/_next/static/css/bb76edb54677f13d.css)
16:46:06	84882/84882	---MCZ	200	added ('OK')	font/ttf	etag:W/%22c2ea3e12bb3cc782315cc768d0c7ab7e%22	https://powerperspectives.org/_next/static/media/KaTeX_AMS-Regular.4c846f09.ttf	/Users/anushreechaudhuri/pCloud%20Drive/MIT/MIT%20Work/Fieldwork/PerspectivesonPower_WebsiteClone_Aug232024/perspectives%20on%20power/powerperspectives.org/_next/static/media/KaTeX_AMS-Regular.4c846f09.ttf	(from https://powerperspectives.org/_next/static/css/bb76edb54677f13d.css)
16:46:06	9256/9256	---M--	200	added ('OK')	font/woff2	etag:%22e5d05f0c0e45f72172e5c236f22bb3b1%22	https://powerperspectives.org/_next/static/media/KaTeX_Caligraphic-Bold.740cbb84.woff2	/Users/anushreechaudhuri/pCloud%20Drive/MIT/MIT%20Work/Fieldwork/PerspectivesonPower_WebsiteClone_Aug232024/perspectives%20on%20power/powerperspectives.org/_next/static/media/KaTeX_Caligraphic-Bold.740cbb84.woff2	(from https://powerperspectives.org/_next/static/css/bb76edb54677f13d.css)
16:46:07	10327/10327	---M--	200	added ('OK')	font/woff	etag:%22b42011ce119ed852e4abd0090de1de33%22	https://powerperspectives.org/_next/static/media/KaTeX_Caligraphic-Bold.6ed924f8.woff	/Users/anushreechaudhuri/pCloud%20Drive/MIT/MIT%20Work/Fieldwork/PerspectivesonPower_WebsiteClone_Aug232024/perspectives%20on%20power/powerperspectives.org/_next/static/media/KaTeX_Caligraphic-Bold.6ed924f8.woff	(from https://powerperspectives.org/_next/static/css/bb76edb54677f13d.css)
16:46:09	16530/16530	---MCZ	200	added ('OK')	font/ttf	etag:W/%22cc4de052abddbdf97407066b99fd7f1c%22	https://powerperspectives.org/_next/static/media/KaTeX_Caligraphic-Bold.a6485da7.ttf	/Users/anushreechaudhuri/pCloud%20Drive/MIT/MIT%20Work/Fieldwork/PerspectivesonPower_WebsiteClone_Aug232024/perspectives%20on%20power/powerperspectives.org/_next/static/media/KaTeX_Caligraphic-Bold.a6485da7.ttf	(from https://powerperspectives.org/_next/static/css/bb76edb54677f13d.css)
16:46:09	9252/9252	---M--	200	added ('OK')	font/woff2	etag:%223d79db16a939e8b0e07f36218f111742%22	https://powerperspectives.org/_next/static/media/KaTeX_Caligraphic-Regular.16987ad5.woff2	/Users/anushreechaudhuri/pCloud%20Drive/MIT/MIT%20Work/Fieldwork/PerspectivesonPower_WebsiteClone_Aug232024/perspectives%20on%20power/powerperspectives.org/_next/static/media/KaTeX_Caligraphic-Regular.16987ad5.woff2	(from https://powerperspectives.org/_next/static/css/bb76edb54677f13d.css)
16:46:10	10247/10247	---M--	200	added ('OK')	font/woff	etag:%22b2367fe88b53924da5ffb05bc810b1e2%22	https://powerperspectives.org/_next/static/media/KaTeX_Caligraphic-Regular.e729aeb9.woff	/Users/anushreechaudhuri/pCloud%20Drive/MIT/MIT%20Work/Fieldwork/PerspectivesonPower_WebsiteClone_Aug232024/perspectives%20on%20power/powerperspectives.org/_next/static/media/KaTeX_Caligraphic-Regular.e729aeb9.woff	(from https://powerperspectives.org/_next/static/css/bb76edb54677f13d.css)
16:46:12	16498/16498	---MCZ	200	added ('OK')	font/ttf	etag:W/%22ab6532fa26c0561d68e5db88dc0489f8%22	https://powerperspectives.org/_next/static/media/KaTeX_Caligraphic-Regular.1a2ccb6c.ttf	/Users/anushreechaudhuri/pCloud%20Drive/MIT/MIT%20Work/Fieldwork/PerspectivesonPower_WebsiteClone_Aug232024/perspectives%20on%20power/powerperspectives.org/_next/static/media/KaTeX_Caligraphic-Regular.1a2ccb6c.ttf	(from https://powerperspectives.org/_next/static/css/bb76edb54677f13d.css)
16:46:12	15172/15172	---M--	200	added ('OK')	font/woff2	etag:%22640b825384872819b44e037b3c7f75db%22	https://powerperspectives.org/_next/static/media/KaTeX_Fraktur-Bold.901a1816.woff2	/Users/anushreechaudhuri/pCloud%20Drive/MIT/MIT%20Work/Fieldwork/PerspectivesonPower_WebsiteClone_Aug232024/perspectives%20on%20power/powerperspectives.org/_next/static/media/KaTeX_Fraktur-Bold.901a1816.woff2	(from https://powerperspectives.org/_next/static/css/bb76edb54677f13d.css)
16:46:13	17767/17767	---M--	200	added ('OK')	font/woff	etag:%22f64c46b0a835e69d4744f5b3e8d89c7b%22	https://powerperspectives.org/_next/static/media/KaTeX_Fraktur-Bold.2fe5b648.woff	/Users/anushreechaudhuri/pCloud%20Drive/MIT/MIT%20Work/Fieldwork/PerspectivesonPower_WebsiteClone_Aug232024/perspectives%20on%20power/powerperspectives.org/_next/static/media/KaTeX_Fraktur-Bold.2fe5b648.woff	(from https://powerperspectives.org/_next/static/css/bb76edb54677f13d.css)
16:46:15	26150/26150	---MCZ	200	added ('OK')	font/ttf	etag:W/%22c3342a917840b7778b34ced75d7fc48b%22	https://powerperspectives.org/_next/static/media/KaTeX_Fraktur-Bold.6b0d32a7.ttf	/Users/anushreechaudhuri/pCloud%20Drive/MIT/MIT%20Work/Fieldwork/PerspectivesonPower_WebsiteClone_Aug232024/perspectives%20on%20power/powerperspectives.org/_next/static/media/KaTeX_Fraktur-Bold.6b0d32a7.ttf	(from https://powerperspectives.org/_next/static/css/bb76edb54677f13d.css)
16:46:15	15128/15128	---M--	200	added ('OK')	font/woff2	etag:%2226df40abb7db4ca16ac276fe4bbc91a7%22	https://powerperspectives.org/_next/static/media/KaTeX_Fraktur-Regular.8605aa7a.woff2	/Users/anushreechaudhuri/pCloud%20Drive/MIT/MIT%20Work/Fieldwork/PerspectivesonPower_WebsiteClone_Aug232024/perspectives%20on%20power/powerperspectives.org/_next/static/media/KaTeX_Fraktur-Regular.8605aa7a.woff2	(from https://powerperspectives.org/_next/static/css/bb76edb54677f13d.css)
16:46:16	17651/17651	---M--	200	added ('OK')	font/woff	etag:%2296fc1c471b3b34f2f0732658dd302a02%22	https://powerperspectives.org/_next/static/media/KaTeX_Fraktur-Regular.40fe4181.woff	/Users/anushreechaudhuri/pCloud%20Drive/MIT/MIT%20Work/Fieldwork/PerspectivesonPower_WebsiteClone_Aug232024/perspectives%20on%20power/powerperspectives.org/_next/static/media/KaTeX_Fraktur-Regular.40fe4181.woff	(from https://powerperspectives.org/_next/static/css/bb76edb54677f13d.css)
16:46:18	26134/26134	---MCZ	200	added ('OK')	font/ttf	etag:W/%22d0715da52008af112e31fec82118c27e%22	https://powerperspectives.org/_next/static/media/KaTeX_Fraktur-Regular.246d8b4a.ttf	/Users/anushreechaudhuri/pCloud%20Drive/MIT/MIT%20Work/Fieldwork/PerspectivesonPower_WebsiteClone_Aug232024/perspectives%20on%20power/powerperspectives.org/_next/static/media/KaTeX_Fraktur-Regular.246d8b4a.ttf	(from https://powerperspectives.org/_next/static/css/bb76edb54677f13d.css)
16:46:19	33808/33808	---M--	200	added ('OK')	font/woff2	etag:%22b04810595b0c4d64ff3f4e092e68b3eb%22	https://powerperspectives.org/_next/static/media/KaTeX_Main-Bold.a56976d6.woff2	/Users/anushreechaudhuri/pCloud%20Drive/MIT/MIT%20Work/Fieldwork/PerspectivesonPower_WebsiteClone_Aug232024/perspectives%20on%20power/powerperspectives.org/_next/static/media/KaTeX_Main-Bold.a56976d6.woff2	(from https://powerperspectives.org/_next/static/css/bb76edb54677f13d.css)
16:46:19	39923/39923	---M--	200	added ('OK')	font/woff	etag:%229383550c580dc5889abce1bc62ec02b4%22	https://powerperspectives.org/_next/static/media/KaTeX_Main-Bold.c751d4be.woff	/Users/anushreechaudhuri/pCloud%20Drive/MIT/MIT%20Work/Fieldwork/PerspectivesonPower_WebsiteClone_Aug232024/perspectives%20on%20power/powerperspectives.org/_next/static/media/KaTeX_Main-Bold.c751d4be.woff	(from https://powerperspectives.org/_next/static/css/bb76edb54677f13d.css)
16:46:21	68486/68486	---MCZ	200	added ('OK')	font/ttf	etag:W/%2235c9e68d96f335d56e3aea46671402ab%22	https://powerperspectives.org/_next/static/media/KaTeX_Main-Bold.957e702b.ttf	/Users/anushreechaudhuri/pCloud%20Drive/MIT/MIT%20Work/Fieldwork/PerspectivesonPower_WebsiteClone_Aug232024/perspectives%20on%20power/powerperspectives.org/_next/static/media/KaTeX_Main-Bold.957e702b.ttf	(from https://powerperspectives.org/_next/static/css/bb76edb54677f13d.css)
16:46:21	22416/22416	---M--	200	added ('OK')	font/woff2	etag:%22751989600d5bd33e7b8307db73a6a9ec%22	https://powerperspectives.org/_next/static/media/KaTeX_Main-BoldItalic.798dbc97.woff2	/Users/anushreechaudhuri/pCloud%20Drive/MIT/MIT%20Work/Fieldwork/PerspectivesonPower_WebsiteClone_Aug232024/perspectives%20on%20power/powerperspectives.org/_next/static/media/KaTeX_Main-BoldItalic.798dbc97.woff2	(from https://powerperspectives.org/_next/static/css/bb76edb54677f13d.css)
16:46:22	25923/25923	---M--	200	added ('OK')	font/woff	etag:%2272bd79b36c69db5d664f04793ae36446%22	https://powerperspectives.org/_next/static/media/KaTeX_Main-BoldItalic.f8e69f38.woff	/Users/anushreechaudhuri/pCloud%20Drive/MIT/MIT%20Work/Fieldwork/PerspectivesonPower_WebsiteClone_Aug232024/perspectives%20on%20power/powerperspectives.org/_next/static/media/KaTeX_Main-BoldItalic.f8e69f38.woff	(from https://powerperspectives.org/_next/static/css/bb76edb54677f13d.css)
